"SEQ_ID","REF_TITLE","country","db_xref","host","mol_type","note","organism","specimen_voucher","collected_by","collection_date","identified_by","isolate","isolation_source","culture_collection","strain","clone","environmental_sample","lat_lon","tissue_type","altitude","variety"
"GQ999542","Global atmospheric diversity of fungi: Asco- and Basidiomycota in continental and marine air","","taxon:175245","","genomic DNA","","uncultured fungus","","","","","","air filter sample","","","LX042400-122-057-D01","_no_value","","","",""
"GU066682","Phylogenetic Relationships and Biomolecular Characterization of Endophytic Fungi Isolated from Different Section of Malaysia Fruit Trees","Malaysia","taxon:707806","Citrus aurantifolia","genomic DNA","","Daldinia sp. 119CA/T","","","","","119CA/T","stem","","","","","","","",""
"GU199418","Endophytes as potential pathogens of the baobab species Adansonia gregorii: a focus on the Botryosphaeriaceae","Australia: the Kimberley","taxon:292717","Adansonia gregorii","genomic DNA","","Daldinia eschscholtzii","","","","","","","","Wood Endophyte 5","","","","","",""
"GU222391","Morphological and molecular characterization of pathogens associated with Morinda citrifolia","","taxon:292717","","genomic DNA","PCR_primers=fwd_name: ITS1, rev_name: ITS4","Daldinia eschscholtzii","","","","","MC17","","","","","","","","",""
"HE590883","Resolution of the Daldinia eschscholzii complex","","taxon:292717","","genomic DNA","","Daldinia eschscholtzii","CALP 11206","T.H. Quimio & M.M. Baldovino","01-Apr-2001","","","Philippines:La Laguna Prov., Luzon Island, Mt. Makiling Peak","","","","","","","",""
"HM012821","Endophytic Fungi Producing Antimicrobial Substances from Mangrove Plants in the South of Thailand","Thailand","taxon:999690","mangrove plant","genomic DNA","","Sporothrix sp. STD57","","","","","STD57","","","","","","","","",""
"JN035223","Cytotoxic and apoptotic effects of endophytic compounds on colon and breast cancer cells","Malaysia","taxon:1104176","Costus speciosus","genomic DNA","","Sporothrix sp. KK29FL1","","","","","KK29FL1","","","","","","","","",""
"JN051359","HPLC-DAD Analysis of xylariaceous fungi isolated from Mikania laevigata (Asteraceae)","","taxon:1048959","Mikania laevigata","genomic DNA","","fungal sp. FEX7","","","","","","leaf","","FEX7","","","","","",""
"JN635501","Nodulisporium sp. Aann-134 isolated from Artemisia annua L.","","taxon:1095337","Artemisia annua L.","genomic DNA","","Nodulisporium sp. Aann-134","","","","","Aann-134","","","","","","","","",""
"JN903533","Filamentous fungi from the Atlantic marine sponge Dragmacidon reticulatum","Brazil","taxon:292717","Dragmacidon reticulatum (marine sponge)","genomic DNA","","Daldinia eschscholtzii","","","","","CBMAI1327","","","","","","","","",""
"JQ411354","Phylogenetic diversity of culturable sponge-associated fungi collected in highly biodiverse areas in the Republic of Panama","Panama","taxon:1171857","","genomic DNA","","fungal sp. 2 CCG-2012","","C. Caballero","14-Dec-2009","","P10601PD1CC440","marine sponge","","","","","8.58 N 79.59 W","","",""
"JQ424940","An endophytic Nodulisporium sp. producing volatile organic compounds having bioactivity and fuel potential","Ecuador: upper Amazon","taxon:1001832","","genomic DNA","","Daldinia sp. EC12","","","","","EC12","plant collected from the Napo river region","","","","","","","",""
"JQ621882","Endophytic fungi from traditional medicinal plants in Malaysia","Malaysia","taxon:1185365","Polyalthia cinnamomea","genomic DNA","","Nodulisporium sp. PL4","","","","","PL4","","","","","","","","",""
"JQ814302","The first description of Brazilian C. cassiicola rubber tree endophytes carrying variant cassiicolin genes","Brazil","taxon:292717","Hevea brasiliensis","genomic DNA","endophyte","Daldinia eschscholtzii","","","","","","","","E53","","","","","",""
"JQ862675","Diversity and taxonomy of endophytic xylariaceous fungi from medicinal plants of dendrobium (orchidaceae)","","taxon:1235925","","genomic DNA","","Xylaria sp. 5219","","","","","","","","5219","","","","","",""
"JX139526","Diversity and distribution of endophytic fungi from Nothapodytes nimmoniana across Western Ghats India","India: Virajpet","taxon:1276619","Nothapodytes nimmoniana","genomic DNA","","Daldinia sp. J RCS-2012","","","","","","stem","","J","","","11.9688 N 76.0313 E","","",""
"JX139529","Diversity and distribution of endophytic fungi from Nothapodytes nimmoniana across Western Ghats India","India: Hatur","taxon:292717","Nothapodytes nimmoniana","genomic DNA","","Daldinia eschscholtzii","","","","","","stem","","D","","","12.2019 N 76.0089 E","","",""
"JX139545","Diversity and distribution of endophytic fungi from Nothapodytes nimmoniana across Western Ghats India","India: Ponmudihills","taxon:1276618","Nothapodytes nimmoniana","genomic DNA","","Daldinia sp. C5","","","","","","stem","","C5","","","8.73 N 77.0667 E","","",""
"JX139549","Diversity and distribution of endophytic fungi from Nothapodytes nimmoniana across Western Ghats India","India: Ponmudihills","taxon:292717","Nothapodytes nimmoniana","genomic DNA","","Daldinia eschscholtzii","","","","","","leaf","","C1","","","8.73 N 77.0667 E","","",""
"JX139601","Diversity and distribution of endophytic fungi from Nothapodytes nimmoniana across Western Ghats India","India: Hatur","taxon:292717","Nothapodytes nimmoniana","genomic DNA","","Daldinia eschscholtzii","","","","","","stem bark","","B6","","","12.2019 N 76.0089 E","","",""
"JX156044","Amazonian forests are a reservoir of natural enemies against plant diseases: A comparison of endosymbiotic fungi associated with rubber trees (Hevea spp.) growing in the wild and in plantations","","taxon:410823","Hevea sp.","genomic DNA","","fungal endophyte","","Romina Gazis","","","","","","CM186","","","","","",""
"JX157871","Fungal endophytes from two orchids","India","taxon:1218123","Pholidota pallida","genomic DNA","","Sordariomycetes sp. 1 MLSC-RT8","","","","","MLSC-RT8","","","","","","","","",""
"JX491091","","Kenya","taxon:292717","","genomic DNA","","Daldinia eschscholtzii","","","","","DE-SLK","","","","","","","","",""
"JX559552","Diversity of endophytic fungi of Vochysia divergens Pohl of the Pantanal of Mato Grosso do Sul, Brazil","Brazil","taxon:1243838","Vochysia divergens","genomic DNA","","Daldinia sp. LGMF1131","","Yuri Maluf Hokama","22-Apr-2008","","","living leaves","","LGMF1131","","","19.5011 S 55.6008 W","","",""
"JX658438","A polyphasic taxonomy of Daldinia (Xylariaceae)","USA: Texas","taxon:292717","","genomic DNA","","Daldinia eschscholtzii","","","","","","","CBS:122876","CBS 122876","","","","","",""
"JX658439","A polyphasic taxonomy of Daldinia (Xylariaceae)","Thailand","taxon:292717","Ficus sp.","genomic DNA","","Daldinia eschscholtzii","","","","","","","CBS:122877","CBS 122877","","","","","",""
"JX658440","A polyphasic taxonomy of Daldinia (Xylariaceae)","Guadeloupe","taxon:292717","","genomic DNA","","Daldinia eschscholtzii","","","","","","","CBS:122878","CBS 122878","","","","","",""
"JX658453","A polyphasic taxonomy of Daldinia (Xylariaceae)","Ecuador","taxon:1364915","","genomic DNA","","Daldinia cf. rehmii CBS 113045","","","","","","","CBS:113045","CBS 113045","","","","","",""
"JX658456","A polyphasic taxonomy of Daldinia (Xylariaceae)","Venezuela","taxon:1364916","","genomic DNA","","Daldinia cf. eschscholtzii KC 1690","","","","","","","","KC 1690","","","","","",""
"JX658480","A polyphasic taxonomy of Daldinia (Xylariaceae)","Cameroon","taxon:292717","","genomic DNA","","Daldinia eschscholtzii","","","","","","","CBS:117735","CBS 117735","","","","","",""
"JX658481","A polyphasic taxonomy of Daldinia (Xylariaceae)","Burkina Faso","taxon:292717","","genomic DNA","","Daldinia eschscholtzii","","","","","","","CBS:117740","CBS 117740","","","","","",""
"JX658484","A polyphasic taxonomy of Daldinia (Xylariaceae)","Benin","taxon:292717","","genomic DNA","","Daldinia eschscholtzii","","","","","","","MUCL:45434 (2)","","","","","","",""
"JX658485","A polyphasic taxonomy of Daldinia (Xylariaceae)","Martinique","taxon:1364921","","genomic DNA","","Daldinia sp. DP-2013b","","","","","","","MUCL:52886","","","","","","",""
"JX658486","A polyphasic taxonomy of Daldinia (Xylariaceae)","Cuba","taxon:292717","Syzygium jambos sp.","genomic DNA","","Daldinia eschscholtzii","","","","","","","MUCL:41777","","","","","","",""
"JX658487","A polyphasic taxonomy of Daldinia (Xylariaceae)","Cuba","taxon:1364921","","genomic DNA","","Daldinia sp. DP-2013b","","","","","","","MUCL:44145","","","","","","",""
"JX658488","A polyphasic taxonomy of Daldinia (Xylariaceae)","French Guiana","taxon:1364921","","genomic DNA","","Daldinia sp. DP-2013b","","","","","","","MUCL:45436","","","","","","",""
"JX658489","A polyphasic taxonomy of Daldinia (Xylariaceae)","Ecuador","taxon:1364921","","genomic DNA","","Daldinia sp. DP-2013b","","","","","","","CBS:116727","CBS 116727","","","","","",""
"JX658490","A polyphasic taxonomy of Daldinia (Xylariaceae)","Mexico","taxon:292717","","genomic DNA","","Daldinia eschscholtzii","","","","","","","","KC 1699","","","","","",""
"JX658491","A polyphasic taxonomy of Daldinia (Xylariaceae)","Malaysia","taxon:292717","","genomic DNA","","Daldinia eschscholtzii","","","","","","","CBS:117741","CBS 117741","","","","","",""
"JX658492","A polyphasic taxonomy of Daldinia (Xylariaceae)","Malaysia","taxon:292717","","genomic DNA","","Daldinia eschscholtzii","","","","","","","CBS:116037","CBS 116037","","","","","",""
"JX658493","A polyphasic taxonomy of Daldinia (Xylariaceae)","Papua New Guinea","taxon:292717","","genomic DNA","","Daldinia eschscholtzii","","","","","","","MUCL:38740","","","","","","",""
"JX658494","A polyphasic taxonomy of Daldinia (Xylariaceae)","Cuba","taxon:292717","Bucida sp.","genomic DNA","","Daldinia eschscholtzii","","","","","","","MUCL:41778","","","","","","",""
"JX658495","A polyphasic taxonomy of Daldinia (Xylariaceae)","Papua New Guinea","taxon:292717","","genomic DNA","","Daldinia eschscholtzii","","","","","","","MUCL:43508","","","","","","",""
"JX658496","A polyphasic taxonomy of Daldinia (Xylariaceae)","Saint Lucia","taxon:292717","","genomic DNA","","Daldinia eschscholtzii","","","","","","","","KC 1616","","","","","",""
"JX658497","A polyphasic taxonomy of Daldinia (Xylariaceae)","Peru","taxon:292717","","genomic DNA","","Daldinia eschscholtzii","","","","","","","CBS:113042","CBS 113042","","","","","",""
"JX658498","A polyphasic taxonomy of Daldinia (Xylariaceae)","Malaysia","taxon:292717","","genomic DNA","","Daldinia eschscholtzii","","","","","","","CBS:116035","CBS 116035","","","","","",""
"JX658499","A polyphasic taxonomy of Daldinia (Xylariaceae)","Malaysia","taxon:292717","","genomic DNA","","Daldinia eschscholtzii","","","","","","","CBS:116037 (2)","CBS 116037 (2)","","","","","",""
"JX658500","A polyphasic taxonomy of Daldinia (Xylariaceae)","Australia","taxon:292717","","genomic DNA","","Daldinia eschscholtzii","","","","","","","CBS:116032","CBS 116032","","","","","",""
"JX658527","A polyphasic taxonomy of Daldinia (Xylariaceae)","Democratic Republic of the Congo","taxon:1358896","","genomic DNA","","Nodulisporium africanum","","","","","","","MUCL:3531","","","","","","",""
"JX658528","A polyphasic taxonomy of Daldinia (Xylariaceae)","Pakistan","taxon:1364924","Morus alba sp.","genomic DNA","","Nodulisporium gregarium","","","","","","","MUCL:3630","","","","","","",""
"JX966561","Molecular characterization and in-vitro antifungal drug susceptibility of dematiaceous fungi isolated from clinical and non-clinical specimens","Malaysia","taxon:292717","Homo sapiens","genomic DNA","","Daldinia eschscholtzii","","","2012","","UM 1400","skin scraping","","","","","","","",""
"JX966562","Molecular characterization and in-vitro antifungal drug susceptibility of dematiaceous fungi isolated from clinical and non-clinical specimens","Malaysia","taxon:292717","Homo sapiens","genomic DNA","","Daldinia eschscholtzii","","","2011","","UM 230","nail","","","","","","","",""
"JX966563","Molecular characterization and in-vitro antifungal drug susceptibility of dematiaceous fungi isolated from clinical and non-clinical specimens","Malaysia","taxon:292717","Homo sapiens","genomic DNA","","Daldinia eschscholtzii","","","2010","","UM 1020","blood","","","","","","","",""
"KC414256","","","taxon:292717","","genomic DNA","","Daldinia eschscholtzii","","","","","C33","","","","","","","","",""
"KC845932","Microbial diversity in the community of naturally Noni","","taxon:292717","","genomic DNA","","Daldinia eschscholtzii","","","","","FG15","","","","","","","","",""
"KC895542","Isolation of endophytic fungi from Saraca asoca","","taxon:292717","Saraca asoca","genomic DNA","PCR_primers=fwd_name: its 1, rev_name: its 4","Daldinia eschscholtzii","IISc B30-32","","15-Feb-2012","","CJBB30-32","bark","","","","","","","",""
"KF192826","Endophytic fungi","","taxon:292717","Mangifera indica","genomic DNA","","Daldinia eschscholtzii","","","","","","","","EGJMP21","","","","","",""
"KF234006","Endophytic fungi","","taxon:292717","Mangifera indica","genomic DNA","","Daldinia eschscholtzii","","","","","","","","EGJMP26","","","","","",""
"KF435271","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","","taxon:410823","Avicennia germinans","genomic DNA","collected under permit, Sarigua National Park","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK639","","","","","","",""
"KJ466979","","","taxon:292717","Bruguiera sexangula var. rhynchopetala","genomic DNA","","Daldinia eschscholtzii","","","","","HL-3231","mangrove","","","","","","","",""
"KJ528517","Isolation and in vitro antagonistic screenings of oil palm (Elaeis guineensis Jacq.) fungal endophytes as biocontrol agents against Ganoderma boninense Pat","","taxon:292717","Elaeis guineensis","genomic DNA","","Daldinia eschscholtzii","","","","","","seedling roots","","GB03","","","","","",""
"KJ528523","Isolation and in vitro antagonistic screenings of oil palm (Elaeis guineensis Jacq.) fungal endophytes as biocontrol agents against Ganoderma boninense Pat","","taxon:292717","Elaeis guineensis","genomic DNA","","Daldinia eschscholtzii","","","","","","seedling roots","","AM23","","","","","",""
"KJ528524","Isolation and in vitro antagonistic screenings of oil palm (Elaeis guineensis Jacq.) fungal endophytes as biocontrol agents against Ganoderma boninense Pat","","taxon:292717","Elaeis guineensis","genomic DNA","","Daldinia eschscholtzii","","","","","","seedling roots","","AM26","","","","","",""
"KJ612010","ITS2 ribosomal RNA full gene profiling of isolates from Microbial Repository of Biodiversity Gene Bank of Gujarat State Biotechnology Mission","India","taxon:1478295","","genomic DNA","","Daldinia sp. BAB-3189","","","","","","soil","","BAB-3189","","","","","",""
"KJ612051","ITS2 ribosomal RNA full gene profiling of isolates from Microbial Repository of Biodiversity Gene Bank of Gujarat State Biotechnology Mission","India","taxon:1478299","","genomic DNA","","Daldinia sp. BAB-3395","","","","","","mushroom","","BAB-3395","","","","","",""
"KJ612057","ITS2 ribosomal RNA full gene profiling of isolates from Microbial Repository of Biodiversity Gene Bank of Gujarat State Biotechnology Mission","India","taxon:1478296","","genomic DNA","","Daldinia sp. BAB-3279","","","","","","mushroom","","BAB-3279","","","","","",""
"KJ670246","ITS2 ribosomal RNA full gene profiling of isolates from Microbial Repository of Biodiversity Gene Bank of Gujarat State Biotechnology Mission","India","taxon:1485447","","genomic DNA","","Daldinia sp. BAB-3942","","","","","","decayed wood","","BAB-3942","","","","","",""
"KJ670274","ITS2 ribosomal RNA full gene profiling of isolates from Microbial Repository of Biodiversity Gene Bank of Gujarat State Biotechnology Mission","India","taxon:1485449","","genomic DNA","","Daldinia sp. BAB-4017","","","","","","decayed wood","","BAB-4017","","","","","",""
"KJ780768","Morphological and molecular identification of microfungi from beach soil","","taxon:292717","","genomic DNA","PCR_primers=fwd_name: ITS1, rev_name: ITS4","Daldinia eschscholtzii","","","","","A2S5-34","beach soil","","","","","","","",""
"AF201749","Biogeography and relatedness of Nodulisporic strains producing Nodulisporic acid","","taxon:143273","","genomic DNA","","Nodulisporium sp. MF6263","","","","","","","","MF6263","","","","","",""
"AF201750","Biogeography and relatedness of Nodulisporic strains producing Nodulisporic acid","","taxon:143272","","genomic DNA","","Nodulisporium sp. MF6262","","","","","","","","MF6262","","","","","",""
"JQ862656","Diversity and taxonomy of endophytic xylariaceous fungi from medicinal plants of dendrobium (orchidaceae)","","taxon:1235904","","genomic DNA","","Nodulisporium sp. 5078","","","","","","","","5078","","","","","",""
"JX183075","Hypoxylon pulicicidum sp. nov. (Ascomycota, Xylariales), a Pantropical Insecticide-Producing Endophyte","","taxon:1243767","","genomic DNA","","Hypoxylon pulicicidum","","","","","","","","MUCL49879","","","","","",""
"JX183076","Hypoxylon pulicicidum sp. nov. (Ascomycota, Xylariales), a Pantropical Insecticide-Producing Endophyte","","taxon:1243767","","genomic DNA","","Hypoxylon pulicicidum","","","","","","","CBS:122622","CBS 122622","","","","","",""
"JX183077","Hypoxylon pulicicidum sp. nov. (Ascomycota, Xylariales), a Pantropical Insecticide-Producing Endophyte","","taxon:1243767","","genomic DNA","","Hypoxylon pulicicidum","","","","","","","","MUCL53764","","","","","",""
"FN392305","Endophytic mycobiota of leaves and roots of the grass Holcus lanatus","Spain","taxon:410823","Holcus lanatus","genomic DNA","","fungal endophyte","","","","","3541","","","","","","","","",""
"AY315399","Endophytic Xylaria (Xylariaceae) among liverworts and angiosperms: phylogenetics, distribution, and symbiosis","","taxon:246507","Odontoschisma prostratum (specimen voucher Franklin JF11 (DUKE))","genomic DNA","","Xylariaceae sp. C8","","","","","C8","","","","","","","","",""
"KC525585","Fungi inhabiting the healthy human gut","","taxon:503389","Homo sapiens","genomic DNA","","uncultured Xylariaceae","","","","","","feces from healthy human","","","KO1-3163","_no_value","","","",""
"HQ846583","A survey of endophytic fungi of switchgrass (Panicum virgatum) in the Midwest, and their putative roles in plant growth","","taxon:1055266","Panicum virgatum","genomic DNA","","Nodulisporium sp. 17 NK-2011","","","","","17","","","","","","","","",""
"JX139561","Diversity and distribution of endophytic fungi from Nothapodytes nimmoniana across Western Ghats India","India: Coorg","taxon:63214","Nothapodytes nimmoniana","genomic DNA","","Hypoxylon fragiforme","","","","","","leaf","","A2","","","12.15 N 75.93 E","","",""
"JX298902","Endophytic fungi associated with lichens in China","China: Jilin","taxon:1233368","unidentified lichen","genomic DNA","","Xylariaceae sp. M29 XS-2012","","","","","","Changbai Mountain","","M29","","","","","",""
"AB689867","Effects of salicylic acid, jasmonic acid, and ethylene on the frequencies of endophytic fungi in Quercus serrata leaves","Japan:Tokyo","taxon:1129781","Quercus serrata leaf","genomic DNA","","fungal sp. Qs1","","","","","Qs1","","","","","","","","",""
"AB693930","Oligo-DNA macroarray for monitoring pathogenic and nonpathogenic fungi and bacteria in the phyllosphere of apple trees","Japan:Aomori, Hirosaki","taxon:1135882","Malus x domestica Fuji","genomic DNA","","Xylaria sp. F0712","","","01-Oct-2007","","F0712","apple leaf","","","","","","","",""
"AB731127","A comparison of fungal endophytic community diversity in tree leaves of rural and urban temperate forests of Kanto district, eastern Japan","Japan:Ibaraki, Mt.Wagakuni","taxon:1201145","Chamaecyparis obtusa","genomic DNA","","Xylaria sp. MN143Cwh6","","Emi Matsumura","Aug-2007","","MN143Cwh6","leaf of Chamaecyparis obtusa","","","","","","","",""
"AM922217","Diversity and structure of the fungal endophytic assemblages from two sympatric coastal grasses","Spain:La Coruna","taxon:489048","Elymus farctus","genomic DNA","","Xylaria sp. 1887","","","","","1887","","","","","","","","",""
"AY063298","Molecular identification of white morphotype strains of endophytic fungi from Pinus tabulaeformis","","taxon:182202","Pinus tabulaeformis","genomic DNA","","fungal endophyte WMS2","","","","","","","","WMS2","","","","","",""
"AY063299","Molecular identification of white morphotype strains of endophytic fungi from Pinus tabulaeformis","","taxon:182203","Pinus tabulaeformis","genomic DNA","","fungal endophyte WMS3","","","","","","","","WMS3","","","","","",""
"AY063300","Molecular identification of white morphotype strains of endophytic fungi from Pinus tabulaeformis","","taxon:182204","Pinus tabulaeformis","genomic DNA","","fungal endophyte WMS4","","","","","","","","WMS4","","","","","",""
"AY063301","Molecular identification of white morphotype strains of endophytic fungi from Pinus tabulaeformis","","taxon:181722","Pinus tabulaeformis","genomic DNA","","fungal endophyte WMS5","","","","","","","","WMS5","","","","","",""
"AY063302","Molecular identification of white morphotype strains of endophytic fungi from Pinus tabulaeformis","","taxon:181723","Pinus tabulaeformis","genomic DNA","","fungal endophyte WMS6","","","","","","","","WMS6","","","","","",""
"AY315385","Endophytic Xylaria (Xylariaceae) among liverworts and angiosperms: phylogenetics, distribution, and symbiosis","","taxon:246496","Odontoschisma prostratum (specimen voucher Franklin JF7 (DUKE))","genomic DNA","","Xylaria sp. C4","","","","","C4","","","","","","","","",""
"AY315387","Endophytic Xylaria (Xylariaceae) among liverworts and angiosperms: phylogenetics, distribution, and symbiosis","","taxon:246501","Bazzania sp. (specimen voucher Davis CD188 (DUKE))","genomic DNA","","Xylaria sp. F2","","","","","F2","","","","","","","","",""
"AY315389","Endophytic Xylaria (Xylariaceae) among liverworts and angiosperms: phylogenetics, distribution, and symbiosis","","taxon:246505","Bazzania sp. (specimen voucher Davis CD176 (DUKE))","genomic DNA","","Xylaria sp. F6","","","","","F6","","","","","","","","",""
"EU627013","Dilution-to-extinction cultivation of leaf-inhabiting endophytic fungi in beech (Fagus sylvatica L.) - Different cultivation techniques influence fungal biodiversity assessment","Germany: Nature conservation area Elisenhain, Greifswald","taxon:522894","Fagus sylvatica","genomic DNA","grown in monotypic cultures on 1.5% malt extract agar","Xylariaceae sp. MT21-6655if","","","Sep-2007","","","living leaves","","MT21-6655if","","","54.0819 N 13.4450 E","","",""
"EU680529","Moths that vector a plant pathogen also transport endophytic fungi and mycoparasitic antagonists","USA: Durham County, North Carolina","taxon:529309","","genomic DNA","fungal strain recovered in culture on 2% malt extract agar","sordariomycete sp. 7653","7653; University of Arizona; Robert L. Gilbertson Mycological Herbarium","","07-Sep-2004","","","surface-sterilized leaf of Paspalum dilatatum with evidence of inflorescence infection by Claviceps paspali","","","","","","","",""
"FJ025307","Endophytic Fungi of Broad-leaves Plants in Dongling Mountain","","taxon:559418","","genomic DNA","","fungal endophyte sp. D6-1B1-1-1","","","","","D6-1B1-1-1","","","","","","","","",""
"FJ210535","Fungal-fungal associations affect the assembly of endophyte communities in maize (Zea mays)","USA: Minnesota","taxon:634237","Zea mays","genomic DNA","","Xylaria sp. JJP-2009a","","","2002","","57001-5-85-UL","","","","","","","leaf","",""
"FJ438909","A re-evaluation of the evolutionary relationships within Xylariaceae based on ribosomal and protein-coding gene sequences","China: Guizhou Province, Jiangkou County","taxon:389665","","genomic DNA","PCR_primers=fwd_name: ITS5, rev_name: ITS4","Nemania diffusa","GZ AT-F006","Alvin M.C. Tang","03-Oct-2005","","","","","","","","","","",""
"FM200557","Endophytic fungi of Calluna vulgaris (L.) Hull (Ericaeae)","Germany","taxon:550174","Calluna vulgaris","genomic DNA","","fungal endophyte sp. AP303","","","","","AP303","host leaf","","","","","","","",""
"FM200628","Endophytic fungi of Calluna vulgaris (L.) Hull (Ericaeae)","Germany","taxon:550245","Calluna vulgaris","genomic DNA","","fungal endophyte sp. AP419","","","","","AP419","host leaf","","","","","","","",""
"FN392317","Endophytic mycobiota of leaves and roots of the grass Holcus lanatus","Spain","taxon:644234","Holcus lanatus","genomic DNA","","Xylaria sp. 3749","","","","","3749","","","","","","","","",""
"FN435759","First fungal community analyses of endophytic ascomycetes associated with Viscum album ssp. austriacum and its host Pinus sylvestris","Germany","taxon:668335","Viscum album subsp. austriacum","genomic DNA","","Xylariaceae sp. agrAR207","M-0128311","Peroh","03-Nov-2006","Peroh","","host leaf","","agrAR207","","","","","",""
"FR667983","Fungal species diversity in juvenile and adult leaves of Eucalyptus globulus from plantations affected by Mycosphaerella leaf disease","","taxon:866578","","genomic DNA","","Xylaria sp. 4782","","","","","4782","Eucalyptus globulus","","","","","","","",""
"FR667984","Fungal species diversity in juvenile and adult leaves of Eucalyptus globulus from plantations affected by Mycosphaerella leaf disease","","taxon:866580","","genomic DNA","","Sordariomycetes sp. 4121","","","","","4121","Eucalyptus globulus","","","","","","","",""
"GQ906959","Diversity of endolichenic fungi isolated from Myelochroa (lichenized fungi, Ascomycota) in Jeju Island, Korea","","taxon:679710","Myelochroa","genomic DNA","endolichenic fungi","Xylariales cf. JW38-4","","","","","","","","JW38-4","","","","","",""
"GQ996170","Characterizing the fungal associates of tree seedlings in a temperate mixed hardwood forest: Implications for forest diversity","USA: Duke Forest, Orange County, North Carolina","taxon:862005","Acer barbatum","genomic DNA","","fungal sp. mh337.6","","","","","","seedling upper stem","","mh337.6","","","","","",""
"HM595549","From pattern to process: species and functional diversity in fungal endophytes of Abies beshanzuensis","","taxon:910992","","genomic DNA","","Xylaria sp. M98","","","","","M98","","","","","","","","",""
"HQ328021","Diversity of endophytic fungi of Vitex negundo and Vitex negundo var. cannabifolia","","taxon:913588","","genomic DNA","","Xylaria sp. HJ13","","F.Huang","","F.Huang","","","","HJ13","","","","","",""
"JF288542","Fungal endophyte diversity in sarracenia","USA: Reed Branch Wet Meadow Preserve, Towns County, Georgia","taxon:1007509","Sarracenia oreophila","genomic DNA","","Xylariales sp. SO2-1","","M.S. Bodri","","","","surface-sterilized pitcher sections from Hooker zone 2-4","","SO2-1","","","","","",""
"JN198514","Geographic and Tissue Influences on Endophytic Fungal Communities of Taxus chinensis var. mairei in China","","taxon:389665","","genomic DNA","","Nemania diffusa","","L.W.Shang","","L.W.Shang","Z26","","","","","","","","",""
"JQ862688","Diversity and taxonomy of endophytic xylariaceous fungi from medicinal plants of dendrobium (orchidaceae)","","taxon:1235927","","genomic DNA","","Xylaria sp. 5283","","","","","","","","5283","","","","","",""
"JX258860","Secondary metabolites of endophytic fungus xylaria sp. Lz14 from Maytenus hookeri","","taxon:1223674","Maytenus hookeri","genomic DNA","","Xylaria sp. Lz14","","","","","","plant","","LZ14","","","","","",""
"JX624290","Diversity of foliar endophytic fungi of an invasive plant Eupatorium adenophorum","","taxon:1255009","","genomic DNA","","Nemania sp. JK53","","","","","","isolated from an invasive plant Eupatoriem adenophorum","","JK53","","","","","",""
"KC354591","Endophytic fungi and silica content of different bamboo species in giant panda diet","China","taxon:389665","Fargesia rufa","genomic DNA","","Nemania diffusa","","M. Helander","10-Jul-2010","","","endophyte in leaf","","14_1*","","","","","",""
"KC354592","Endophytic fungi and silica content of different bamboo species in giant panda diet","China","taxon:389665","Bashania fargesii","genomic DNA","","Nemania diffusa","","M. Helander","10-Jul-2010","","","endophyte in leaf","","20_1*","","","","","",""
"KC354593","Endophytic fungi and silica content of different bamboo species in giant panda diet","China","taxon:389665","Yushania ailuropodina","genomic DNA","","Nemania diffusa","","M. Helander","10-Jul-2010","","","endophyte in leaf","","38_1","","","","","",""
"KC354595","Endophytic fungi and silica content of different bamboo species in giant panda diet","China","taxon:389665","Bashania fargesii","genomic DNA","","Nemania diffusa","","M. Helander","10-Jul-2010","","","endophyte in leaf","","24_2","","","","","",""
"KC507255","Long-term dynamics of foliar fungal endophytes associated with an invasive plant Ageratina adenophora","","taxon:1324511","Ageratina adenophora","genomic DNA","","Nemania sp. AX48","","","","","","","","AX48","","","","","",""
"KC507294","Long-term dynamics of foliar fungal endophytes associated with an invasive plant Ageratina adenophora","","taxon:1324514","Ageratina adenophora","genomic DNA","","Nemania sp. SS29","","","","","","","","SS29","","","","","",""
"KJ139985","Two new secondary metabolites from Xylaria sp. CFCC 87468","China: Shanxi","taxon:1478225","Pinus tabuliformis","genomic DNA","","Xylaria sp. CFCC 87468","","Xiaobin Song","Aug-2008","","","","","CFCC 87468","","","","","789 m.",""
"KJ572195","Isolation and Identification of Endophytic Fungi in Adlay (Coix lachryma-jobi L. var. ma-yuen Stapf)","","taxon:389665","","genomic DNA","","Nemania diffusa","","","","","FJ26","","","","","","","","",""
"KJ651262","Endophytic Fungi from Lycium chinense Mill and Characterization of Two Korean Records of Colletotrichum","South Korea","taxon:1508427","Lycium chinense","genomic DNA","","Nemania sp. CNU122039","","NC Paul","","NC Paul,JH Lee","CNU122039","endophyte","","","","","","","",""
"KJ651263","Endophytic Fungi from Lycium chinense Mill and Characterization of Two Korean Records of Colletotrichum","South Korea","taxon:1508428","Lycium chinense","genomic DNA","","Nemania sp. CNU122040","","NC Paul","","NC Paul,JH Lee","CNU122040","endophyte","","","","","","","",""
"KJ957776","Diversity of endophytic fungi isolated from korean ginseng leaves","","taxon:1529003","","genomic DNA","","Nemania sp. 11G008","","","","","","","","11G008","","","","","",""
